,/lpc/it8720f/control/0,/lpc/it8720f/control/1,/lpc/it8720f/control/2,/lpc/it8720f/voltage/0,/lpc/it8720f/voltage/1,/lpc/it8720f/voltage/2,/lpc/it8720f/voltage/3,/lpc/it8720f/voltage/4,/lpc/it8720f/voltage/8,/lpc/it8720f/temperature/0,/lpc/it8720f/temperature/1,/lpc/it8720f/fan/0,/amdcpu/0/load/1,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/temperature/0,/amdcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/fan/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/3,/hdd/0/temperature/0,/hdd/0/level/0,/hdd/0/data/0,/hdd/0/data/1,/hdd/0/data/2,/hdd/0/load/0,/hdd/0/factor/1,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/temperature/0,/hdd/2/load/0,/hdd/3/temperature/0,/hdd/3/load/0,/hdd/4/temperature/0,/hdd/4/load/0
Time,"PWM 1","PWM 2","PWM 3","CPU VCore","DRAM","+3.3V","+5V","+12V","VBat","System","CPU","CPU Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","Core #1 - #8","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Fan","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Remaining Life","Controller Writes to NAND","Host Writes to Controller","Host Reads","Used Space","Write Amplification","Temperature","Used Space","Temperature","Used Space","Temperature","Used Space","Temperature","Used Space"
11/18/2018 09:19:34,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3341.58423,14.0625,10.9375,1.53846145,10.9375,0,0,9.375,3.076923,6.240988,1409.412,1409.412,1409.412,1409.412,1409.412,1409.412,1409.412,1409.412,19.75,201.344559,24.4094086,3.90102386,12.0806122,25,1510,139,405.000031,278,13,12,0,50,3072,471.890625,2600.10938,15.3610229,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:35,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,21.875,17.1875,0,12.5,0,0,12.5,0,8.0078125,1409.41,1409.41,1409.41,1409.41,1409.41,1409.41,1409.41,1409.41,19.75,201.344284,24.404953,3.90031052,12.0813255,25,1512,139,405.000031,278,13,12,0,50,3072,471.890625,2600.10938,15.3610229,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:36,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,18.75,17.1875,4.615384,9.375,0,0,14.0625,4.615384,8.575726,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,19.75,201.344482,24.3844757,3.89703751,12.0845985,25,1514,139,405.000031,278,13,12,0,50,3072,471.890625,2600.10938,15.3610229,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:37,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3341.58423,25,28.125,4.615384,25,0,0,25,1.53846145,13.6598587,2818.82471,1409.41235,1409.41235,1409.41235,2818.82471,2818.82471,2818.82471,1409.41235,20.25,201.344635,24.4014664,3.89975357,12.0818825,25,1508,139,405.000031,278,13,12,0,50,3072,471.953125,2600.04688,15.3630571,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:38,100,,100,1.264,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,15.625,7.8125,0,4.6875,0,0,7.8125,0,4.4921875,3422.85547,1409.41113,1409.41113,1409.41113,1409.41113,3422.85547,3422.85547,3422.85547,30.125,201.344437,24.397934,3.899189,12.0824471,25,1501,139,405.000031,278,13,12,0,50,3072,471.953125,2600.04688,15.3630571,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:39,100,,100,1.296,1.488,3.344,5.05344,12.112196,3.31200027,28,35,3341.58423,10.9375,10.9375,0,12.5,0,0,10.9375,0,5.6640625,3422.85352,1409.41028,1409.41028,1409.41028,1409.41028,1409.41028,1409.41028,3422.85352,27.125,201.344315,24.40306,3.90000916,12.0816269,25,1499,139,405.000031,278,13,12,0,50,3072,471.953125,2600.04688,15.3630571,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:40,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,35,3325.123,17.1875,6.25,0,9.375,0,0,7.8125,0,5.078125,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,24.75,201.344345,24.4047165,3.90027237,12.0813637,25,1497,139,405.000031,278,13,12,0,50,3072,472.203125,2599.79688,15.3711958,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:41,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,15.625,12.5,0,12.5,0,0,12.5,0,6.640625,1409.41223,1409.41223,1409.41223,1409.41223,2818.82446,1409.41223,1409.41223,2818.82446,21.625,201.3446,24.40834,3.9008522,12.0807838,25,1497,139,405.000031,278,13,12,0,50,3072,472.203125,2599.79688,15.3711958,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:42,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,23.4375,18.75,0,18.75,0,0,15.625,0,9.5703125,1409.41028,1409.41028,1409.41028,1409.41028,1409.41028,1409.41028,1409.41028,1409.41028,19.625,201.34433,24.4107819,3.9012413,12.0803947,25,1503,139,405.000031,278,13,12,0,50,3072,472.203125,2599.79688,15.3711958,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:43,100,,100,1.10400009,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,26.5625,12.5,0,10.9375,0,0,6.25,0,7.03125,1409.41089,1409.41089,2315.46069,2315.46069,2315.46069,2315.46069,2315.46069,2315.46069,19.875,201.3444,24.4639816,3.90974426,12.0718918,25,1503,139,405.000031,278,13,12,0,50,3072,472.203125,2599.79688,15.3711958,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:44,100,,100,1.32800007,1.488,3.344,5.05344,12.112196,3.31200027,28,35,3325.123,15.625,4.76190472,0,4.838711,0,0,9.375,0,4.32508,4026.89185,1409.41223,1409.41223,1409.41223,1409.41223,1409.41223,1409.41223,1409.41223,22.75,201.3446,24.444313,3.906601,12.0750351,25,1503,139,405.000031,278,13,12,0,50,3072,472.203125,2599.79688,15.3711958,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:45,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,26.5625,23.0769215,0,21.2121181,0,0,14.0625,0,10.6142521,1409.40942,1409.40942,1409.40942,1409.40942,1409.40942,1409.40942,1409.40942,1409.40942,19.75,201.344208,24.4413071,3.9061203,12.0755157,25,1508,139,405.000031,278,13,12,0,50,3072,472.203125,2599.79688,15.3711958,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:46,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,12.5,9.375,1.53846145,14.0625,0,0,4.6875,3.076923,5.65505028,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,19.75,201.344376,24.4348831,3.90509415,12.0765419,25,1508,139,405.000031,278,13,12,0,50,3072,472.328125,2599.67188,15.3752642,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:47,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3341.58423,21.875,21.875,0,17.1875,0,0,12.5,0,9.1796875,1409.41162,1409.41162,1409.41162,1409.41162,1409.41162,1409.41162,1409.41162,1409.41162,19.5,201.344513,24.4298935,3.90429688,12.0773392,25,1503,139,405.000031,278,13,12,0,50,3072,472.578125,2599.42188,15.3834028,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:48,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,18.75,12.5,0,10.9375,0,0,10.9375,0,6.640625,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,19.375,201.3445,24.4264145,3.90374,12.0778961,25,1503,139,405.000031,278,13,12,0,50,3072,472.578125,2599.42188,15.3834028,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:49,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,18.75,12.5,0,17.1875,0,0,15.625,0,8.0078125,1409.40967,1409.40967,1409.40967,1409.40967,1409.40967,1409.40967,1409.40967,1409.40967,19.5,201.344254,24.39576,3.89884186,12.0827942,25,1501,139,405.000031,278,13,12,0,50,3072,472.578125,2599.42188,15.3834028,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:50,100,,100,1.136,1.488,3.36000013,5.05344,12.04878,3.31200027,28,34,3341.58423,15.625,14.0625,0,6.25,0,0,6.25,0,5.2734375,2315.4624,2315.4624,2315.4624,2315.4624,2315.4624,2315.4624,2315.4624,2315.4624,19.75,201.344559,24.3879089,3.89758682,12.0840492,25,1504,139,405.000031,278,13,12,0,50,3072,472.578125,2599.42188,15.3834028,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:51,100,,100,1.376,1.50400007,3.344,5.05344,12.112196,3.31200027,28,34,3325.123,15.625,14.0625,0,4.6875,0,0,7.8125,1.5625,5.46875,1409.41223,3422.85815,3422.85815,3422.85815,3422.85815,1409.41223,1409.41223,1409.41223,21.375,201.3446,24.38552,3.89720535,12.0844307,25,1499,139,405.000031,278,13,12,0,50,3072,472.578125,2599.42188,15.3834028,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:52,100,,100,1.072,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,15.625,9.375,0,12.5,0,0,9.375,0,5.859375,1409.40918,1409.40918,1409.40918,1409.40918,1409.40918,1409.40918,1409.40918,1409.40918,19.75,201.344177,24.3806076,3.89641953,12.0852165,25,1506,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:53,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3341.58423,21.875,12.5,0,12.5,0,0,10.9375,0,7.2265625,1409.412,1409.412,1409.412,1409.412,1409.412,1409.412,1409.412,1409.412,19.375,201.344574,24.3825378,3.89672852,12.0849075,25,1501,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:54,100,,100,1.15200007,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3341.58423,25,17.1875,3.125,15.625,0,0,12.5,1.53846145,9.371996,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,19.5,201.344376,24.38517,3.89714813,12.0844879,25,1508,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:55,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,20.3125,18.75,0,12.5,0,0,9.375,0,7.6171875,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,1409.41064,19.25,201.344376,24.366806,3.89421463,12.0874214,25,1506,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:56,100,,100,1.312,1.488,3.344,5.05344,12.112196,3.31200027,28,34,3325.123,10.9375,6.25,0,4.6875,0,0,4.6875,0,3.3203125,1409.41162,1409.41162,1409.41162,1409.41162,1409.41162,3422.857,3422.857,3422.857,27.875,201.344528,24.3763046,3.89573288,12.0859032,25,1503,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:57,100,,100,1.312,1.488,3.344,5.05344,12.112196,3.31200027,28,34,3325.123,18.75,9.375,0,10.9375,0,0,14.0625,0,6.640625,3422.85376,1409.4104,1409.4104,3422.85376,3422.85376,3422.85376,1409.4104,1409.4104,24.75,201.344345,24.3889542,3.89775467,12.0838814,25,1501,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:58,100,,100,1.424,1.488,3.36000013,5.05344,12.04878,3.31200027,28,34,3325.123,10.9375,3.125,0,3.125,0,0,9.375,0,3.3203125,1409.41125,1409.41125,1409.41125,1409.41125,1409.41125,1409.41125,1409.41125,1409.41125,22.75,201.344452,24.3898163,3.897892,12.083744,25,1499,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:19:59,100,,100,1.15200007,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,14.0625,12.5,0,17.1875,0,0,14.0625,0,7.2265625,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,1409.41138,20.125,201.344482,24.3947144,3.898674,12.082962,25,1501,139,405.000031,278,13,12,0,50,3072,472.828125,2599.17188,15.3915405,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:20:00,100,,100,1.088,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,23.4375,14.0625,1.5625,18.75,0,0,10.9375,1.5625,8.7890625,3422.85767,1409.412,3422.85767,3422.85767,1409.412,1409.412,1409.412,3422.85767,19.5,201.344574,24.4045715,3.90024948,12.0813866,25,1503,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:20:01,100,,100,1.312,1.50400007,3.344,5.05344,12.112196,3.31200027,28,34,3325.123,35.9375,35.9375,0,14.0625,0,0,23.4375,0,13.671875,1409.41016,1409.41016,1409.41016,1409.41016,1409.41016,1409.41016,3422.85327,3422.85327,29.75,201.344315,24.43576,3.90523529,12.0764008,25,1503,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,25,91.46388,31,79.2032,24,91.96342,26,15.3047867
11/18/2018 09:20:02,100,,100,1.424,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,25,15.625,3.174603,12.5,0,0,17.1875,4.76190472,9.781122,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,1409.4115,26.75,201.3445,24.4515915,3.90776443,12.0738716,25,1506,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:03,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3341.58423,26.5625,15.625,1.53846145,10.9375,0,0,7.8125,1.53846145,8.001804,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,23.625,201.344437,24.8155746,3.96593475,12.0157013,25,1503,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:04,100,,100,1.28000009,1.488,3.344,5.05344,12.112196,3.31200027,28,34,3325.123,12.5,12.5,0,18.75,0,0,10.9375,0,6.8359375,1409.4093,1409.4093,1409.4093,1409.4093,1409.4093,1409.4093,1409.4093,1409.4093,20.5,201.344177,24.8185349,3.96640778,12.0152283,25,1503,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:05,100,,100,1.424,1.50400007,3.36000013,5.05344,12.04878,3.31200027,28,34,3325.123,25,26.5625,0,15.625,0,0,26.5625,0,11.71875,3422.85815,3422.85815,3422.85815,3422.85815,3422.85815,3422.85815,3422.85815,3422.85815,28.375,201.344589,24.9468536,3.98691559,11.99472,25,1506,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:06,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,35,3325.123,26.5625,18.75,6.25,20.3125,0,0,15.625,7.8125,11.9140625,1409.41113,1409.41113,1409.41113,1409.41113,1409.41113,1409.41113,1409.41113,1409.41113,26.125,201.344437,25.0237885,3.99921036,11.9824257,25,1501,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:07,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,15.625,10.9375,0,23.4375,0,0,14.0625,0,8.0078125,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,23.625,201.344437,25.0522385,4.00375748,11.9778786,25,1503,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:08,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,17.1875,15.625,4.6875,10.9375,0,0,9.375,6.25,8.0078125,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,1409.411,20.5,201.344421,25.07148,4.006832,11.9748039,25,1501,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:09,100,,100,1.424,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,18.75,15.625,0,12.5,0,0,10.9375,0,7.2265625,1409.41125,1409.41125,1409.41125,2818.82251,2818.82251,1409.41125,1409.41125,2818.82251,28.75,201.344467,25.1846161,4.024914,11.9567223,25,1501,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:10,100,,100,1.15200007,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3341.58423,20.3125,10.9375,0,14.0625,0,0,12.5,0,7.2265625,1409.41,1409.41,1409.41,1409.41,1409.41,1409.41,1409.41,1409.41,25.625,201.3443,25.2446213,4.034504,11.9471321,25,1503,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:11,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,34,3325.123,17.1875,9.375,0,25,0,0,14.0625,0,8.203125,3422.85645,3422.85645,3422.85645,3422.85645,3422.85645,3422.85645,3422.85645,3422.85645,33.375,201.3445,25.2875366,4.041363,11.9402733,25,1501,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:12,100,,100,1.40800011,1.50400007,3.344,5.05344,12.04878,3.31200027,28,35,3325.123,45.3125,46.875,12.6984119,23.4375,0,0,45.3125,19.0476189,24.0854378,3422.857,3422.857,3422.857,3422.857,3422.857,3422.857,3422.857,3422.857,35.5,201.344528,25.304657,4.044098,11.9375381,25,1503,139,405.000031,278,14,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:13,100,,100,1.424,1.488,3.344,5.05344,12.112196,3.31200027,28,36,3308.82349,42.1875,45.3125,0,29.6875,0,0,45.3125,0,20.3125,3422.85376,3422.85376,3422.85376,4026.88672,3422.85376,3422.85376,3422.85376,3422.85376,35.25,201.34433,25.31208,4.04528427,11.9363518,25,1503,139,405.000031,278,13,12,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:14,100,,100,1.248,1.488,3.36000013,5.05344,12.112196,3.31200027,28,35,3325.123,18.75,12.5,0,3.125,0,0,10.9375,0,5.6640625,1409.41077,1409.41077,1409.41077,1409.41077,1409.41077,1409.41077,1409.41077,1409.41077,32.75,201.3444,25.3062973,4.044361,11.9372749,25,1503,139,405.000031,278,0,3,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:15,100,,100,0.944000065,1.488,3.36000013,5.05344,12.112196,3.31200027,28,35,3325.123,18.75,4.6875,0,17.1875,0,0,17.1875,0,7.2265625,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,1409.4104,29.625,201.344345,25.3223419,4.04692459,11.9347115,25,1503,139,405.000031,278,0,3,0,50,3072,473.078125,2598.92188,15.3996782,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:16,100,,100,1.424,1.488,3.36000013,5.05344,12.04878,3.31200027,28,35,3325.123,41.558445,44.15584,11.5384636,19.48052,3.8461566,3.8461566,22.0779247,11.5384636,19.75525,3422.859,3422.859,3422.859,3120.8418,3120.8418,3422.859,3120.8418,3120.8418,30.375,201.344635,25.905777,4.140167,11.8414688,25,1499,139,405.000031,278,12,5,0,50,3072,421.328125,2650.67188,13.7151079,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:17,100,,100,1.424,1.488,3.344,5.05344,12.04878,3.31200027,28,37,3308.82349,42.59259,53.7037,31.48148,37.03704,14.8148117,16.6666679,77.77778,29.62963,37.9629555,3422.85181,3422.85181,3120.83545,3422.85181,3422.85181,3422.85181,3422.85181,3120.83545,32.75,201.344223,26.0066528,4.156288,11.8253479,25,1497,139,405.000031,278,13,9,0,50,3072,468.585938,2603.414,15.2534485,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:18,100,,100,1.40800011,1.50400007,3.344,5.05344,12.04878,3.31200027,28,38,3308.82349,50,50,75,53.125,34.375,29.6875,46.875,46.875,48.2421875,3120.839,3422.856,3422.856,3120.839,3120.839,3422.856,3422.856,3422.856,33.625,201.344467,26.7303925,4.27195358,11.7096825,26,1495,1657.50012,4006.80029,3315.00024,18,4,0,50,3072,1152.67969,1919.32031,37.5221252,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:19,100,,100,1.40800011,1.488,3.36000013,5.05344,11.9853659,3.31200027,28,38,3308.82349,28.125,26.5625,17.1875,26.5625,4.6875,4.6875,20.3125,12.5,17.578125,3422.85571,1409.41113,1409.41113,1409.41113,3422.85571,3422.85571,3422.85571,3422.85571,32.5,201.344452,26.5517044,4.24339676,11.7382393,26,1497,1506.00012,4006.80029,3012.00024,30,7,0,50,3072,1113.09766,1958.90234,36.2336464,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:20,100,,100,1.28000009,1.488,3.344,5.05344,12.04878,3.31200027,28,37,3325.123,26.5625,23.4375,11.1111107,12.5,0,0,14.0625,10.9375,12.3263893,1409.41052,1409.41052,1409.41052,1409.41052,1409.41052,1409.41052,1409.41052,1409.41052,30,201.34436,26.627037,4.255436,11.7262,26,1499,1506.00012,4006.80029,3012.00024,1,1,0,50,3072,1113.16016,1958.83984,36.2356834,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
11/18/2018 09:20:21,100,,100,0.944000065,1.488,3.344,5.05344,12.04878,3.31200027,28,36,3308.82349,25,18.75,0,17.1875,0,0,17.1875,0,9.765625,3422.85767,1409.412,1409.412,1409.412,3422.85767,3422.85767,3422.85767,3422.85767,27.25,201.344574,26.67334,4.26283646,11.7188,27,1501,1506.00012,4006.80029,3012.00024,2,1,0,50,3072,1113.16016,1958.83984,36.2356834,25,100,8000,7616,18368,97.36433,1.05042017,26,91.46388,32,79.2032,24,91.96342,26,15.3047943
